constraint	gate	purity	F	SIsub	CC	EX	scope_result	N	rawSI	gridG	m1_si_empty	m2_grid_lt2	m3_grid_empty	m4_ex_fail	m5_floor_default	any_mech	disposition	crosschecks
balfour_mandate_instruments__jewish_national_home_primacy	pass	0.575	0.25	1.0	1.0	0.0	invariant	1	1.0	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
balfour_mandate_instruments__mandatory_interpretive_discretion	fail	-1.0	0.0	1.0	0.8333333333333334	0.0	invariant	1	1.0	12	0	0	0	0	0	0	sentinel	x2(na)-x5(na)
basic_law_interpretive_authority__judicial_supremacy_reading	fail	-1.0	0.0	1.0	0.8333333333333334	0.0	invariant	1	1.0	12	0	0	0	0	0	0	sentinel	x2(na)-x5(na)
basic_law_interpretive_authority__popular_constitutionalism_reading	pass	0.6858333333333334	0.625	1.0	0.8333333333333334	0.20000000000000007	invariant	1	1.0	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
basic_law_interpretive_boundary__balanced_contestation_reading	fail	-1.0	0.25	1.0	1.0	0.28	invariant	1	1.0	12	0	0	0	0	0	0	sentinel	x2(na)-x5(na)
basic_law_interpretive_boundary__judicial_supremacy_reading	fail	-1.0	0.0	0.75	0.5	0.0	variant([tangled_rope,unknown])	2	0.75	12	0	0	0	0	0	0	sentinel	x2(na)-x5(na)
beta_designation_doctrine__expansive_shield_reading	fail	-1.0	0.25	1.0	1.0	0.0	invariant	1	1.0	12	0	0	0	0	0	0	sentinel	x2(na)-x5(na)
beta_designation_doctrine__narrow_warning_reading	pass	0.4501666666666667	0.0	0.75	0.6666666666666667	0.48	variant([rope,unknown])	2	0.75	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
beta_designation_doctrine__severity_carve_out_reading	pass	0.7698333333333334	0.625	1.0	0.8333333333333334	0.62	invariant	1	1.0	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
biblical_authority__conciliar_reading	pass	0.8560000000000001	1.0	1.0	1.0	0.28	invariant	1	1.0	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
biblical_authority__sola_scriptura_reading	pass	0.3845	0.0	0.75	0.5	0.36	variant([scaffold,unknown])	2	0.75	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
biblical_authority__tradition_scripture_reading	fail	-1.0	0.0	0.75	0.8333333333333334	0.0	variant([snare,tangled_rope])	2	0.75	12	0	0	0	0	0	0	sentinel	x2(na)-x5(na)
biblical_divine_nature__modalist_reading	fail	-1.0	0.0	0.75	0.5	0.08000000000000007	variant([snare,tangled_rope])	2	0.75	12	0	0	0	0	0	0	sentinel	x2(na)-x5(na)
biblical_divine_nature__trinitarian_reading	fail	-1.0	0.25	0.75	0.6666666666666667	0.0	variant([snare,tangled_rope])	2	0.75	12	0	0	0	0	0	0	sentinel	x2(na)-x5(na)
biblical_divine_nature__unitarian_reading	fail	-1.0	0.0	0.75	0.6666666666666667	0.0	variant([snare,tangled_rope])	2	0.75	12	0	0	0	0	0	0	sentinel	x2(na)-x5(na)
biblical_source_text__critical_reconstructive_reading	fail	-1.0	0.0	0.75	0.8333333333333334	0.0	variant([snare,tangled_rope])	2	0.75	12	0	0	0	0	0	0	sentinel	x2(na)-x5(na)
biblical_source_text__dynamic_equivalence_reading	pass	0.45833333333333337	0.0	1.0	0.8333333333333334	0.0	invariant	1	1.0	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
biblical_source_text__formal_equivalence_reading	fail	-1.0	0.0	0.75	0.6666666666666667	0.0	variant([snare,tangled_rope])	2	0.75	12	0	0	0	0	0	0	sentinel	x2(na)-x5(na)
bitcoin_consensus_kernel__maximalist_reading	fail	-1.0	0.0	0.75	0.8333333333333334	0.1399999999999999	variant([snare,tangled_rope])	2	0.75	12	0	0	0	0	0	0	sentinel	x2(na)-x5(na)
bitcoin_consensus_kernel__utility_reading	pass	0.8800000000000001	1.0	1.0	1.0	0.4	invariant	1	1.0	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
bitcoin_whitepaper__digital_gold_reading	fail	-1.0	0.0	0.75	0.5	0.0	variant([tangled_rope,unknown])	2	0.75	12	0	0	0	0	0	0	sentinel	x2(na)-x5(na)
bitcoin_whitepaper__p2p_cash_reading	pass	0.45833333333333337	0.0	1.0	0.8333333333333334	0.0	invariant	1	1.0	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
bitcoin_whitepaper__protocol_ossification_reading	fail	-1.0	0.25	0.75	0.6666666666666667	0.0	variant([snare,tangled_rope])	2	0.75	12	0	0	0	0	0	0	sentinel	x2(na)-x5(na)
bitcoin_whitepaper_purpose__electronic_cash_reading	pass	0.3125	0.0	0.75	0.5	0.0	variant([tangled_rope,unknown])	2	0.75	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
bitcoin_whitepaper_purpose__store_of_value_reading	pass	0.3541666666666667	0.0	0.75	0.6666666666666667	0.0	variant([snare,tangled_rope])	2	0.75	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
border_control_legitimacy__jurisdictional_sovereignty	fail	-1.0	0.0	0.75	0.6666666666666667	0.0	variant([snare,tangled_rope])	2	0.75	12	0	0	0	0	0	0	sentinel	x2(na)-x5(na)
border_control_legitimacy__sovereignty_primary	pass	0.3541666666666667	0.0	0.75	0.6666666666666667	0.0	variant([snare,tangled_rope])	2	0.75	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
border_legitimacy__freedom_of_movement_reading	pass	0.5	0.0	1.0	1.0	0.0	invariant	1	1.0	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
border_legitimacy__humanitarian_obligation_reading	pass	0.3108333333333334	0.0	0.75	0.33333333333333337	0.20000000000000007	variant([snare,tangled_rope])	2	0.75	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
border_legitimacy__sovereignty_reading	pass	0.3541666666666667	0.0	0.75	0.6666666666666667	0.0	variant([snare,tangled_rope])	2	0.75	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
border_normative_status__freedom_primary	fail	-1.0	0.0	0.75	0.6666666666666667	0.0	variant([snare,tangled_rope])	2	0.75	12	0	0	0	0	0	0	sentinel	x2(na)-x5(na)
border_normative_status__qualified_sovereignty	pass	0.3125	0.0	0.75	0.5	0.0	variant([snare,tangled_rope])	2	0.75	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
border_normative_status__sovereignty_primary	pass	0.3781666666666667	0.0	0.75	0.6666666666666667	0.12	variant([snare,tangled_rope])	2	0.75	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
bretton_woods_treaty_substrate__keynesian_embedded_liberalism	pass	0.4501666666666667	0.0	0.75	0.6666666666666667	0.48	variant([rope,tangled_rope])	2	0.75	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
bretton_woods_treaty_substrate__neoliberal_convertibility	fail	-1.0	0.0	0.75	0.6666666666666667	0.0	variant([snare,tangled_rope])	2	0.75	12	0	0	0	0	0	0	sentinel	x2(na)-x5(na)
bretton_woods_treaty_substrate__sovereignty_defense	pass	0.3541666666666667	0.0	0.75	0.6666666666666667	0.0	variant([snare,tangled_rope])	2	0.75	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
caa_section_111d_delegation__facility_constraint_reading	fail	-1.0	0.0	0.75	0.6666666666666667	0.0	variant([snare,tangled_rope])	2	0.75	12	0	0	0	0	0	0	sentinel	x2(na)-x5(na)
caa_section_111d_delegation__systemic_transformation_reading	pass	0.39583333333333337	0.0	0.75	0.8333333333333334	0.0	variant([snare,tangled_rope])	2	0.75	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
catastrophe_avoidance_retention__catastrophe_as_necessary_selector	pass	0.4291666666666667	0.25	0.75	0.6666666666666667	0.0	variant([snare,tangled_rope])	2	0.75	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
catastrophe_avoidance_retention__hybrid_near_miss_learning	pass	0.4743333333333334	0.0	1.0	0.8333333333333334	0.08000000000000007	invariant	1	1.0	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
catastrophe_avoidance_retention__simulation_as_proxy_catastrophe	fail	-1.0	0.0	1.0	0.8333333333333334	0.08000000000000007	invariant	1	1.0	12	0	0	0	0	0	0	sentinel	x2(na)-x5(na)
catastrophe_memory_function__hybrid_transformation_reading	fail	-1.0	0.0	1.0	0.8333333333333334	0.4	invariant	1	1.0	12	0	0	0	0	0	0	sentinel	x2(na)-x5(na)
catastrophe_memory_function__mourning_practice_reading	fail	-1.0	0.0	0.75	0.5	0.62	variant([piton,rope])	2	0.75	12	0	0	0	0	0	0	sentinel	x2(na)-x5(na)
catastrophe_memory_function__survival_competence_reading	fail	-1.0	1.0	1.0	1.0	0.8	invariant	1	1.0	12	0	0	0	0	0	0	sentinel	x2(na)-x5(na)
catastrophe_memory_kernel__survival_competence_reading	fail	-1.0	0.25	1.0	1.0	0.28	invariant	1	1.0	12	0	0	0	0	0	0	sentinel	x2(na)-x5(na)
catastrophe_memory_kernel__symbol_continuity_reading	fail	-1.0	0.625	1.0	0.8333333333333334	0.6799999999999999	invariant	1	1.0	12	0	0	0	0	0	0	sentinel	x2(na)-x5(na)
catastrophe_memory_kernel__trauma_encoding_reading	fail	-1.0	0.0	0.75	0.5	0.0	variant([tangled_rope,unknown])	2	0.75	12	0	0	0	0	0	0	sentinel	x2(na)-x5(na)
catastrophe_memory_preservation__hybrid_atrophy_reading	fail	-1.0	0.0	0.75	0.5	0.48	variant([scaffold,unknown])	2	0.75	12	0	0	0	0	0	0	sentinel	x2(na)-x5(na)
catastrophe_memory_preservation__mourning_practice_reading	pass	0.7818333333333334	0.625	1.0	0.8333333333333334	0.6799999999999999	invariant	1	1.0	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
catastrophe_memory_preservation__survival_competence_reading	fail	-1.0	0.0	0.75	0.5	0.0	variant([tangled_rope,unknown])	2	0.75	12	0	0	0	0	0	0	sentinel	x2(na)-x5(na)
catastrophe_memory_survival__competence_transmission_reading	fail	-1.0	0.0	1.0	0.8333333333333334	0.0	invariant	1	1.0	12	0	0	0	0	0	0	sentinel	x2(na)-x5(na)
catastrophe_memory_survival__hybrid_encoding_reading	fail	-1.0	0.0	0.75	0.5	0.48	variant([scaffold,unknown])	2	0.75	12	0	0	0	0	0	0	sentinel	x2(na)-x5(na)
catastrophe_memory_survival__symbol_survival_reading	pass	0.3541666666666667	0.0	0.75	0.6666666666666667	0.0	variant([snare,tangled_rope])	2	0.75	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
catastrophe_memory_transmission__hybrid_embedded_reading	pass	0.4501666666666667	0.0	0.75	0.6666666666666667	0.48	variant([rope,unknown])	2	0.75	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
catastrophe_memory_transmission__operational_competence_reading	fail	-1.0	0.625	1.0	0.8333333333333334	0.62	invariant	1	1.0	12	0	0	0	0	0	0	sentinel	x2(na)-x5(na)
catastrophe_memory_transmission__symbol_continuity_reading	pass	0.3541666666666667	0.0	0.75	0.6666666666666667	0.0	variant([snare,tangled_rope])	2	0.75	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
catastrophe_proxy_sufficiency__catastrophe_necessity_reading	pass	0.9800000000000001	1.0	1.0	1.0	0.9	invariant	1	1.0	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
catastrophe_proxy_sufficiency__hybrid_degradation_reading	pass	0.4291666666666667	0.25	0.75	0.6666666666666667	0.0	variant([snare,tangled_rope])	2	0.75	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
catastrophe_proxy_sufficiency__simulation_as_proxy_catastrophe_reading	pass	0.7818333333333334	0.625	1.0	0.8333333333333334	0.6799999999999999	invariant	1	1.0	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
catastrophe_proxy_sufficiency__simulation_fidelity_threshold	fail	-1.0	0.25	1.0	1.0	0.12	invariant	1	1.0	12	0	0	0	0	0	0	sentinel	x2(na)-x5(na)
cbdr_principle__historical_responsibility_reading	fail	-1.0	0.0	0.75	0.6666666666666667	0.0	variant([tangled_rope,unknown])	2	0.75	12	0	0	0	0	0	0	sentinel	x2(na)-x5(na)
cbdr_principle__voluntary_commitment_reading	fail	-1.0	0.0	0.75	0.5	0.0	variant([snare,tangled_rope])	2	0.75	12	0	0	0	0	0	0	sentinel	x2(na)-x5(na)
church_turing_thesis__epistemological_boundary_reading	pass	0.4501666666666667	0.0	0.75	0.6666666666666667	0.48	variant([rope,unknown])	2	0.75	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
church_turing_thesis__mathematical_definition_reading	pass	0.9840000000000001	1.0	1.0	1.0	0.92	invariant	1	1.0	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
church_turing_thesis__physical_claim_reading	pass	0.3285	0.0	0.75	0.5	0.08000000000000007	variant([naturalized,tangled_rope])	2	0.75	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
classical_latin_standard__continuity_reading	fail	-1.0	0.0	0.75	0.6666666666666667	0.28	variant([scaffold,unknown])	2	0.75	12	0	0	0	0	0	0	sentinel	x2(na)-x5(na)
classical_latin_standard__hybrid_reading	fail	-1.0	0.25	1.0	1.0	0.28	invariant	1	1.0	12	0	0	0	0	0	0	sentinel	x2(na)-x5(na)
classical_latin_standard__reconstruction_reading	pass	0.575	0.25	1.0	1.0	0.0	invariant	1	1.0	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
climate_harm_prevention__adaptation_priority	fail	-1.0	0.0	0.75	0.6666666666666667	0.0	variant([snare,tangled_rope])	2	0.75	12	0	0	0	0	0	0	sentinel	x2(na)-x5(na)
climate_harm_prevention__degrowth_reading	pass	0.3541666666666667	0.0	0.75	0.6666666666666667	0.0	variant([snare,tangled_rope])	2	0.75	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
climate_harm_prevention__mitigation_priority	fail	-1.0	0.0	0.75	0.6666666666666667	0.0	variant([snare,tangled_rope])	2	0.75	12	0	0	0	0	0	0	sentinel	x2(na)-x5(na)
climate_mitigation_imperative__opportunity_cost_reading	fail	-1.0	0.0	0.75	0.6666666666666667	0.0	variant([naturalized,tangled_rope])	2	0.75	12	0	0	0	0	0	0	sentinel	x2(na)-x5(na)
climate_mitigation_imperative__portfolio_optimization_reading	fail	-1.0	0.0	0.75	0.6666666666666667	0.019999999999999907	variant([tangled_rope,unknown])	2	0.75	12	0	0	0	0	0	0	sentinel	x2(na)-x5(na)
climate_mitigation_imperative__systems_transition_reading	pass	0.3125	0.0	0.75	0.5	0.0	variant([tangled_rope,unknown])	2	0.75	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
climate_mitigation_legitimacy__baseload_necessity_reading	pass	0.3125	0.0	0.75	0.5	0.0	variant([snare,tangled_rope])	2	0.75	12	0	0	0	0	0	0	scored	x2(na)-x5(na)
